  0.00000000E+00 -0.14461700E+02
  0.89411573E-01 -0.14726800E+02
  0.17882315E+00 -0.14981900E+02
  0.26823472E+00 -0.15226200E+02
  0.35764629E+00 -0.15459100E+02
  0.44705787E+00 -0.15679800E+02
  0.53646944E+00 -0.15887900E+02
  0.62588101E+00 -0.16083000E+02
  0.71529259E+00 -0.16264800E+02
  0.80470416E+00 -0.16432900E+02
  0.89411573E+00 -0.16587000E+02
  0.98352731E+00 -0.16727000E+02
  0.10729389E+01 -0.16852800E+02
  0.11623505E+01 -0.16964000E+02
  0.12517620E+01 -0.17060700E+02
  0.13411736E+01 -0.17142600E+02
  0.14305852E+01 -0.17209800E+02
  0.15199967E+01 -0.17262100E+02
  0.16094083E+01 -0.17299500E+02
  0.16988199E+01 -0.17321900E+02
  0.17905341E+01 -0.17329400E+02
  0.18822482E+01 -0.17323000E+02
  0.19739624E+01 -0.17303800E+02
  0.20656765E+01 -0.17272000E+02
  0.21573907E+01 -0.17227600E+02
  0.22491049E+01 -0.17170900E+02
  0.23408190E+01 -0.17102200E+02
  0.24325332E+01 -0.17021900E+02
  0.25242474E+01 -0.16930400E+02
  0.26159615E+01 -0.16828400E+02
  0.27076757E+01 -0.16716500E+02
  0.27993899E+01 -0.16595600E+02
  0.28911040E+01 -0.16466900E+02
  0.29828182E+01 -0.16331400E+02
  0.30745324E+01 -0.16190800E+02
  0.31639439E+01 -0.16046800E+02
  
  0.00000000E+00 -0.14461700E+02
  0.89411573E-01 -0.14187900E+02
  0.17882315E+00 -0.13906500E+02
  0.26823472E+00 -0.13619300E+02
  0.35764629E+00 -0.13328300E+02
  0.44705787E+00 -0.13110200E+02
  0.53646944E+00 -0.13328500E+02
  0.62588101E+00 -0.13532400E+02
  0.71529259E+00 -0.13721700E+02
  0.80470416E+00 -0.13896300E+02
  0.89411573E+00 -0.14056200E+02
  0.98352731E+00 -0.14201100E+02
  0.10729389E+01 -0.14330900E+02
  0.11623505E+01 -0.14445700E+02
  0.12517620E+01 -0.14545300E+02
  0.13411736E+01 -0.14629700E+02
  0.14305852E+01 -0.14698800E+02
  0.15199967E+01 -0.14752500E+02
  0.16094083E+01 -0.14791000E+02
  0.16988199E+01 -0.14814000E+02
  0.17905341E+01 -0.14821700E+02
  0.18822482E+01 -0.14825600E+02
  0.19739624E+01 -0.14837500E+02
  0.20656765E+01 -0.14858200E+02
  0.21573907E+01 -0.14889100E+02
  0.22491049E+01 -0.14931700E+02
  0.23408190E+01 -0.14987600E+02
  0.24325332E+01 -0.15057900E+02
  0.25242474E+01 -0.15143200E+02
  0.26159615E+01 -0.15243300E+02
  0.27076757E+01 -0.15356900E+02
  0.27993899E+01 -0.15482100E+02
  0.28911040E+01 -0.15616400E+02
  0.29828182E+01 -0.15757100E+02
  0.30745324E+01 -0.15901400E+02
  0.31639439E+01 -0.16046800E+02
  
  0.00000000E+00 -0.11810500E+02
  0.89411573E-01 -0.12097200E+02
  0.17882315E+00 -0.12370900E+02
  0.26823472E+00 -0.12631200E+02
  0.35764629E+00 -0.12877700E+02
  0.44705787E+00 -0.13035900E+02
  0.53646944E+00 -0.12745300E+02
  0.62588101E+00 -0.12460300E+02
  0.71529259E+00 -0.12185300E+02
  0.80470416E+00 -0.11925500E+02
  0.89411573E+00 -0.11686100E+02
  0.98352731E+00 -0.11472100E+02
  0.10729389E+01 -0.11287500E+02
  0.11623505E+01 -0.11134100E+02
  0.12517620E+01 -0.11011400E+02
  0.13411736E+01 -0.10917100E+02
  0.14305852E+01 -0.10847400E+02
  0.15199967E+01 -0.10798300E+02
  0.16094083E+01 -0.10766100E+02
  0.16988199E+01 -0.10748000E+02
  0.17905341E+01 -0.10742200E+02
  0.18822482E+01 -0.10759900E+02
  0.19739624E+01 -0.10810100E+02
  0.20656765E+01 -0.10884400E+02
  0.21573907E+01 -0.10971800E+02
  0.22491049E+01 -0.11061100E+02
  0.23408190E+01 -0.11142000E+02
  0.24325332E+01 -0.11206500E+02
  0.25242474E+01 -0.11248300E+02
  0.26159615E+01 -0.11263700E+02
  0.27076757E+01 -0.11250500E+02
  0.27993899E+01 -0.11208300E+02
  0.28911040E+01 -0.11137900E+02
  0.29828182E+01 -0.11040600E+02
  0.30745324E+01 -0.10918300E+02
  0.31639439E+01 -0.10773100E+02
  
  0.00000000E+00 -0.11810500E+02
  0.89411573E-01 -0.11511000E+02
  0.17882315E+00 -0.11199400E+02
  0.26823472E+00 -0.10876300E+02
  0.35764629E+00 -0.10542400E+02
  0.44705787E+00 -0.10198700E+02
  0.53646944E+00 -0.98466000E+01
  0.62588101E+00 -0.94876000E+01
  0.71529259E+00 -0.91241000E+01
  0.80470416E+00 -0.87592000E+01
  0.89411573E+00 -0.83972000E+01
  0.98352731E+00 -0.80442000E+01
  0.10729389E+01 -0.77088000E+01
  0.11623505E+01 -0.77260000E+01
  0.12517620E+01 -0.78017000E+01
  0.13411736E+01 -0.78668000E+01
  0.14305852E+01 -0.79207000E+01
  0.15199967E+01 -0.79631000E+01
  0.16094083E+01 -0.79935000E+01
  0.16988199E+01 -0.80118000E+01
  0.17905341E+01 -0.80179000E+01
  0.18822482E+01 -0.80430000E+01
  0.19739624E+01 -0.81182000E+01
  0.20656765E+01 -0.82415000E+01
  0.21573907E+01 -0.84072000E+01
  0.22491049E+01 -0.86062000E+01
  0.23408190E+01 -0.88279000E+01
  0.24325332E+01 -0.90629000E+01
  0.25242474E+01 -0.93036000E+01
  0.26159615E+01 -0.95439000E+01
  0.27076757E+01 -0.97793000E+01
  0.27993899E+01 -0.10006100E+02
  0.28911040E+01 -0.10221300E+02
  0.29828182E+01 -0.10422400E+02
  0.30745324E+01 -0.10607100E+02
  0.31639439E+01 -0.10773100E+02
  
  0.00000000E+00 -0.67769000E+01
  0.89411573E-01 -0.68455000E+01
  0.17882315E+00 -0.69333000E+01
  0.26823472E+00 -0.70310000E+01
  0.35764629E+00 -0.71299000E+01
  0.44705787E+00 -0.72224000E+01
  0.53646944E+00 -0.73016000E+01
  0.62588101E+00 -0.73616000E+01
  0.71529259E+00 -0.73963000E+01
  0.80470416E+00 -0.74002000E+01
  0.89411573E+00 -0.74433000E+01
  0.98352731E+00 -0.75456000E+01
  0.10729389E+01 -0.76403000E+01
  0.11623505E+01 -0.74024000E+01
  0.12517620E+01 -0.71378000E+01
  0.13411736E+01 -0.69263000E+01
  0.14305852E+01 -0.67715000E+01
  0.15199967E+01 -0.67457000E+01
  0.16094083E+01 -0.67790000E+01
  0.16988199E+01 -0.67991000E+01
  0.17905341E+01 -0.68058000E+01
  0.18822482E+01 -0.67707000E+01
